2020-11-13 21:53:22.301 - INFO - 7999 - azureml.train.automl.automlconfig._start_execution:219 - No compute target or run config provided. Running local legacy run.
2020-11-13 21:53:22.304 - INFO - 7999 - azureml.train.automl.automlconfig._start_execution:259 - Submitting local legacy run.
2020-11-13 21:53:22.305 - INFO - 7999 - azureml.automl.core.package_utilities._log_activity:54 - ActivityStarted: PackagesCheck
2020-11-13 21:53:22.338 - INFO - 7999 - azureml.automl.core.package_utilities._has_versionconflict_or_not_installed:277 - Package: json-logging-py, Version: 0.2 found.
2020-11-13 21:58:05.885 - INFO - 10847 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=load, HowEnded=Success, Duration=25.71[ms]
2020-11-13 21:58:05.886 - INFO - 10847 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: get
2020-11-13 21:58:05.886 - INFO - 10847 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: featurized_cv_split_3
2020-11-13 21:58:05.960 - INFO - 10847 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=get, HowEnded=Success, Duration=74.36[ms]
2020-11-13 21:58:05.961 - INFO - 10847 - azureml.automl.runtime.shared.runner._log_activity:54 - ActivityStarted: TimeFit
2020-11-13 21:58:06.097 - INFO - 10847 - azureml.automl.runtime.shared.runner._log_activity:92 - ActivityCompleted: Activity=TimeFit, HowEnded=Success, Duration=136.12[ms]
2020-11-13 21:58:06.097 - INFO - 10847 - azureml.automl.runtime.shared.metrics_utilities._log_activity:54 - ActivityStarted: Predict
2020-11-13 21:58:06.099 - INFO - 10847 - azureml.automl.runtime.shared.metrics_utilities._log_activity:92 - ActivityCompleted: Activity=Predict, HowEnded=Success, Duration=1.83[ms]
2020-11-13 21:58:06.099 - INFO - 10847 - azureml.automl.runtime.shared.metrics_utilities._log_activity:54 - ActivityStarted: ComputeMetrics
2020-11-13 21:58:06.100 - INFO - 10847 - azureml.automl.runtime.shared.metrics_utilities.log_classification_debug:142 - Classification metrics debug: {'y_test': (4613,), 'y_pred_probs': (4613, 2), 'unique_y_test': (2,), 'class_labels': (2,), 'train_labels': (2,), 'n_missing_train': 0, 'n_missing_valid': 0, 'sample_weight': None}
2020-11-13 21:58:06.176 - INFO - 10847 - azureml.automl.runtime.shared.metrics_utilities._log_activity:92 - ActivityCompleted: Activity=ComputeMetrics, HowEnded=Success, Duration=76.36[ms]
2020-11-13 21:58:06.176 - INFO - 10847 - azureml.automl.runtime.shared.file_cache_store.load:229 - Loading from file cache
2020-11-13 21:58:06.176 - INFO - 10847 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: load
2020-11-13 21:58:06.176 - INFO - 10847 - azureml.automl.runtime.shared.file_cache_store._try_loading_saved_as_object:263 - Loading the saved_as object from cache.
2020-11-13 21:58:06.190 - INFO - 10847 - azureml.automl.runtime.shared.file_cache_store._try_loading_saved_as_object:266 - The saved_as object is: {'featurized_cv_split_0': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_1': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_2': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_3': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_4': <_SavedAsProtocol.PICKLE: 1>, 'X': <_SavedAsProtocol.SCIPY: 3>, 'y': <_SavedAsProtocol.NUMPY: 2>, 'X_valid': <_SavedAsProtocol.PICKLE: 1>, 'y_valid': <_SavedAsProtocol.PICKLE: 1>, 'sample_weight': <_SavedAsProtocol.PICKLE: 1>, 'sample_weight_valid': <_SavedAsProtocol.PICKLE: 1>, 'x_raw_column_names': <_SavedAsProtocol.PICKLE: 1>, 'cv_splits_indices': <_SavedAsProtocol.PICKLE: 1>, 'transformers': <_SavedAsProtocol.PICKLE: 1>, 'cv_splits': <_SavedAsProtocol.PICKLE: 1>, '_on_demand_pickle_keys': <_SavedAsProtocol.PICKLE: 1>, 'timeseries': <_SavedAsProtocol.PICKLE: 1>, 'timeseries_param_dict': <_SavedAsProtocol.PICKLE: 1>, 'data_snapshot_str': <_SavedAsProtocol.PICKLE: 1>, 'class_labels': <_SavedAsProtocol.NUMPY: 2>, 'X_raw': <_SavedAsProtocol.PICKLE: 1>, 'y_raw': <_SavedAsProtocol.NUMPY: 2>, 'train CV splits': <_SavedAsProtocol.PICKLE: 1>, 'featurized train CV splits': <_SavedAsProtocol.PICKLE: 1>, 'dataset_cached_keys': <_SavedAsProtocol.PICKLE: 1>}
2020-11-13 21:58:06.202 - INFO - 10847 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=load, HowEnded=Success, Duration=25.98[ms]
2020-11-13 21:58:06.202 - INFO - 10847 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: get
2020-11-13 21:58:06.203 - INFO - 10847 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: featurized_cv_split_4
2020-11-13 21:58:06.279 - INFO - 10847 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=get, HowEnded=Success, Duration=76.06[ms]
2020-11-13 21:58:06.279 - INFO - 10847 - azureml.automl.runtime.shared.runner._log_activity:54 - ActivityStarted: TimeFit
2020-11-13 21:58:06.418 - INFO - 10847 - azureml.automl.runtime.shared.runner._log_activity:92 - ActivityCompleted: Activity=TimeFit, HowEnded=Success, Duration=138.67[ms]
2020-11-13 21:58:06.418 - INFO - 10847 - azureml.automl.runtime.shared.metrics_utilities._log_activity:54 - ActivityStarted: Predict
2020-11-13 21:58:06.420 - INFO - 10847 - azureml.automl.runtime.shared.metrics_utilities._log_activity:92 - ActivityCompleted: Activity=Predict, HowEnded=Success, Duration=1.8[ms]
2020-11-13 21:58:06.421 - INFO - 10847 - azureml.automl.runtime.shared.metrics_utilities._log_activity:54 - ActivityStarted: ComputeMetrics
2020-11-13 21:58:06.421 - INFO - 10847 - azureml.automl.runtime.shared.metrics_utilities.log_classification_debug:142 - Classification metrics debug: {'y_test': (4613,), 'y_pred_probs': (4613, 2), 'unique_y_test': (2,), 'class_labels': (2,), 'train_labels': (2,), 'n_missing_train': 0, 'n_missing_valid': 0, 'sample_weight': None}
2020-11-13 21:58:06.511 - INFO - 10847 - azureml.automl.runtime.shared.metrics_utilities._log_activity:92 - ActivityCompleted: Activity=ComputeMetrics, HowEnded=Success, Duration=90.25[ms]
2020-11-13 21:58:06.511 - INFO - 10847 - azureml.automl.runtime.shared.runner._log_activity:92 - ActivityCompleted: Activity=RunCV, HowEnded=Success, Duration=1677.96[ms]
2020-11-13 21:58:06.511 - INFO - 10847 - azureml.automl.runtime.shared.runner._log_activity:54 - ActivityStarted: RunCVMean
2020-11-13 21:58:06.517 - INFO - 10847 - azureml.automl.runtime.shared.runner._log_activity:92 - ActivityCompleted: Activity=RunCVMean, HowEnded=Success, Duration=5.46[ms]
2020-11-13 21:58:06.517 - INFO - 10847 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: get
2020-11-13 21:58:06.517 - INFO - 10847 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: dataset_cached_keys
2020-11-13 21:58:06.531 - INFO - 10847 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=get, HowEnded=Success, Duration=13.84[ms]
2020-11-13 21:58:06.665 - INFO - 10847 - azureml.automl.runtime.shared.runner._log_activity:92 - ActivityCompleted: Activity=Run, HowEnded=Success, Duration=2168.23[ms]
2020-11-13 21:58:07.919 - INFO - 7999 - azureml.automl.runtime.shared.resource_limits.__init__:78 - Limits set to mem_in_mb=None, wall_time_in_s=1680, total_wall_time_in_s=31449600, cpu_time_in_s=None, num_processes=None, grace_period_in_s=None, 
2020-11-13 21:58:07.919 - INFO - 7999 - azureml.automl.runtime.shared.limit_function_call_spawn.execute:102 - Calling function <bound method ClientRunner._run of <azureml.automl.runtime.shared.runner.ClientRunner object at 0x7f5d88ce7048>> with argument types: [<class 'azureml.automl.runtime.shared.datasets.ClientDatasets'>, <class 'azureml.automl.runtime.shared.pipeline_spec.PipelineSpec'>, <class 'azureml.automl.runtime.shared.problem_info.ProblemInfo'>], {'sets_to_run': <class 'list'>, 'subsample_percent': <class 'NoneType'>, 'random_state': <class 'NoneType'>, 'subsample_seed': <class 'int'>, 'include_models': <class 'bool'>}
2020-11-13 21:58:08.432 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - memory usage 1424744448
2020-11-13 21:58:08.432 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - child memory usage 1584353280
2020-11-13 21:58:08.432 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - cpu time 54.276895
2020-11-13 21:58:08.432 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - child cpu time 86.030427
2020-11-13 21:58:13.505 - INFO - 10993 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Feature sweeping enabled: False
2020-11-13 21:58:13.506 - INFO - 10993 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Feature sweeping timeout: 86400
2020-11-13 21:58:13.534 - INFO - 10993 - azureml.automl.runtime.shared.runner._log_activity:54 - ActivityStarted: Run
2020-11-13 21:58:13.534 - INFO - 10993 - azureml.automl.runtime.shared.file_cache_store.load:229 - Loading from file cache
2020-11-13 21:58:13.534 - INFO - 10993 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: load
2020-11-13 21:58:13.534 - INFO - 10993 - azureml.automl.runtime.shared.file_cache_store._try_loading_saved_as_object:263 - Loading the saved_as object from cache.
2020-11-13 21:58:13.570 - INFO - 10993 - azureml.automl.runtime.shared.file_cache_store._try_loading_saved_as_object:266 - The saved_as object is: {'featurized_cv_split_0': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_1': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_2': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_3': <_SavedAsProtocol.PICKLE: 1>, 'featurized_cv_split_4': <_SavedAsProtocol.PICKLE: 1>, 'X': <_SavedAsProtocol.SCIPY: 3>, 'y': <_SavedAsProtocol.NUMPY: 2>, 'X_valid': <_SavedAsProtocol.PICKLE: 1>, 'y_valid': <_SavedAsProtocol.PICKLE: 1>, 'sample_weight': <_SavedAsProtocol.PICKLE: 1>, 'sample_weight_valid': <_SavedAsProtocol.PICKLE: 1>, 'x_raw_column_names': <_SavedAsProtocol.PICKLE: 1>, 'cv_splits_indices': <_SavedAsProtocol.PICKLE: 1>, 'transformers': <_SavedAsProtocol.PICKLE: 1>, 'cv_splits': <_SavedAsProtocol.PICKLE: 1>, '_on_demand_pickle_keys': <_SavedAsProtocol.PICKLE: 1>, 'timeseries': <_SavedAsProtocol.PICKLE: 1>, 'timeseries_param_dict': <_SavedAsProtocol.PICKLE: 1>, 'data_snapshot_str': <_SavedAsProtocol.PICKLE: 1>, 'class_labels': <_SavedAsProtocol.NUMPY: 2>, 'X_raw': <_SavedAsProtocol.PICKLE: 1>, 'y_raw': <_SavedAsProtocol.NUMPY: 2>, 'train CV splits': <_SavedAsProtocol.PICKLE: 1>, 'featurized train CV splits': <_SavedAsProtocol.PICKLE: 1>, 'dataset_cached_keys': <_SavedAsProtocol.PICKLE: 1>}
2020-11-13 21:58:13.582 - INFO - 10993 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=load, HowEnded=Success, Duration=48.06[ms]
2020-11-13 21:58:13.582 - INFO - 10993 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: get
2020-11-13 21:58:13.582 - INFO - 10993 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: dataset_cached_keys
2020-11-13 21:58:13.596 - INFO - 10993 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=get, HowEnded=Success, Duration=13.29[ms]
2020-11-13 21:58:13.596 - INFO - 10993 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: get
2020-11-13 21:58:13.596 - INFO - 10993 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: featurized train CV splits
2020-11-13 21:58:13.608 - INFO - 10993 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: class_labels
2020-11-13 21:58:13.621 - INFO - 10993 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: X
2020-11-13 21:58:13.667 - INFO - 10993 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: train CV splits
2020-11-13 21:58:13.680 - INFO - 10993 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: X_raw
2020-11-13 21:58:13.792 - INFO - 10993 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: y
2020-11-13 21:58:13.810 - INFO - 10993 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: y_raw
2020-11-13 21:58:13.829 - INFO - 10993 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=get, HowEnded=Success, Duration=232.93[ms]
2020-11-13 21:58:13.829 - INFO - 10993 - azureml.automl.runtime.shared.runner._log_activity:54 - ActivityStarted: TrainFull
2020-11-13 21:58:13.842 - INFO - 10993 - azureml.automl.runtime.shared.runner._log_activity:54 - ActivityStarted: TimeFit
2020-11-13 21:58:13.992 - INFO - 10993 - azureml.automl.runtime.shared.runner._log_activity:92 - ActivityCompleted: Activity=TimeFit, HowEnded=Success, Duration=149.96[ms]
2020-11-13 21:58:13.992 - INFO - 10993 - azureml.automl.runtime.shared.metrics_utilities._log_activity:54 - ActivityStarted: Predict
2020-11-13 21:58:13.997 - INFO - 10993 - azureml.automl.runtime.shared.metrics_utilities._log_activity:92 - ActivityCompleted: Activity=Predict, HowEnded=Success, Duration=4.76[ms]
2020-11-13 21:58:13.997 - INFO - 10993 - azureml.automl.runtime.shared.metrics_utilities._log_activity:54 - ActivityStarted: ComputeMetrics
2020-11-13 21:58:13.999 - INFO - 10993 - azureml.automl.runtime.shared.metrics_utilities.log_classification_debug:142 - Classification metrics debug: {'y_test': (23065,), 'y_pred_probs': (23065, 2), 'unique_y_test': (2,), 'class_labels': (2,), 'train_labels': (2,), 'n_missing_train': 0, 'n_missing_valid': 0, 'sample_weight': None}
2020-11-13 21:58:14.305 - INFO - 10993 - azureml.automl.runtime.shared.metrics_utilities._log_activity:92 - ActivityCompleted: Activity=ComputeMetrics, HowEnded=Success, Duration=308.08[ms]
2020-11-13 21:58:14.306 - INFO - 10993 - azureml.automl.runtime.shared.runner._log_activity:92 - ActivityCompleted: Activity=TrainFull, HowEnded=Success, Duration=476.47[ms]
2020-11-13 21:58:14.306 - INFO - 10993 - azureml.automl.runtime.shared.cache_store._log_activity:54 - ActivityStarted: get
2020-11-13 21:58:14.306 - INFO - 10993 - azureml.automl.runtime.shared.file_cache_store.get:153 - Getting data for key: dataset_cached_keys
2020-11-13 21:58:14.318 - INFO - 10993 - azureml.automl.runtime.shared.cache_store._log_activity:92 - ActivityCompleted: Activity=get, HowEnded=Success, Duration=11.81[ms]
2020-11-13 21:58:14.450 - INFO - 10993 - azureml.automl.runtime.shared.runner._log_activity:92 - ActivityCompleted: Activity=Run, HowEnded=Success, Duration=915.97[ms]
2020-11-13 21:58:15.953 - INFO - 7999 - azureml.automl.runtime.pipeline_run_helper._log_activity:92 - ActivityCompleted: Activity=RunPipeline, HowEnded=Success, Duration=17104.95[ms]
2020-11-13 21:58:15.954 - INFO - 7999 - azureml.automl.runtime.fit_pipeline._fit_pipeline_internal:294 - Pipeline execution finished with a score of 0.9077389984825495
2020-11-13 21:58:16.002 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - [RunId:AutoML_52410cd2-9c6f-4f3b-b82b-d3e1ea42e0c0_5][After executing pipeline]memory usage 1425657856
2020-11-13 21:58:16.002 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - [RunId:AutoML_52410cd2-9c6f-4f3b-b82b-d3e1ea42e0c0_5][After executing pipeline]child memory usage 1585274880
2020-11-13 21:58:16.002 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - [RunId:AutoML_52410cd2-9c6f-4f3b-b82b-d3e1ea42e0c0_5][After executing pipeline]cpu time 54.803071
2020-11-13 21:58:16.002 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - [RunId:AutoML_52410cd2-9c6f-4f3b-b82b-d3e1ea42e0c0_5][After executing pipeline]child cpu time 91.70625
2020-11-13 21:58:16.004 - INFO - 7999 - azureml.automl.runtime.fit_pipeline._log_activity:54 - ActivityStarted: MetricsAndSaveModel
2020-11-13 21:58:16.004 - INFO - 7999 - azureml.automl.runtime.fit_pipeline._save_artifacts_internal:507 - Ensembling is enabled, saving the partially trained fitted models.
2020-11-13 21:58:16.988 - INFO - 7999 - azureml.automl.runtime.fit_pipeline._save_artifacts_internal:613 - Updating child run properties with model name AutoML52410cd295 and size 52782 bytes.
2020-11-13 21:58:17.144 - INFO - 7999 - azureml.automl.runtime.fit_pipeline._log_activity:92 - ActivityCompleted: Activity=MetricsAndSaveModel, HowEnded=Success, Duration=1140.88[ms]
2020-11-13 21:58:17.586 - INFO - 7999 - azureml.automl.runtime.fit_pipeline._log_metrics_info:824 - run_id:AutoML_52410cd2-9c6f-4f3b-b82b-d3e1ea42e0c0_5, pipeline_id:a91f8b94ae9bf0dfc66e93d29d1ef41b7e2687f2,The following metrics have been logged for the child run: {'accuracy': 0.9077389984825495, 'f1_score_weighted': 0.8999229601068063, 'f1_score_micro': 0.9077389984825495, 'matthews_correlation': 0.4742929768979473, 'AUC_macro': 0.9298999172245841, 'accuracy_table': <class 'dict'>, 'precision_score_macro': 0.7798352891461849, 'log_loss': 0.2236722942524108, 'recall_score_micro': 0.9077389984825495, 'AUC_weighted': 0.9298999172245841, 'recall_score_weighted': 0.9077389984825495, 'precision_score_micro': 0.9077389984825495, 'AUC_micro': 0.9720992647993502, 'recall_score_macro': 0.7055156787016383, 'average_precision_score_micro': 0.9687574225059142, 'f1_score_macro': 0.72852322847504, 'average_precision_score_macro': 0.778339813766842, 'precision_score_weighted': 0.8988405456749659, 'weighted_accuracy': 0.9573914934069994, 'confusion_matrix': <class 'dict'>, 'norm_macro_recall': 0.41103135740327656, 'balanced_accuracy': 0.7055156787016383, 'average_precision_score_weighted': 0.9432952719367019, 'predict_time': 0.0019703999999999998, 'train time': 0.13835999999999998, 'fit_time': 0.1363896}.
2020-11-13 21:58:17.586 - INFO - 7999 - azureml.automl.runtime.fit_pipeline._run_model_explanability:403 - Bypassing model explanations as the explanations for the best run will be performed during training
2020-11-13 21:58:17.797 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - [RunId:AutoML_52410cd2-9c6f-4f3b-b82b-d3e1ea42e0c0_5][End fit_pipeline]memory usage 1425694720
2020-11-13 21:58:17.797 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - [RunId:AutoML_52410cd2-9c6f-4f3b-b82b-d3e1ea42e0c0_5][End fit_pipeline]child memory usage 1585311744
2020-11-13 21:58:17.797 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - [RunId:AutoML_52410cd2-9c6f-4f3b-b82b-d3e1ea42e0c0_5][End fit_pipeline]cpu time 55.106575
2020-11-13 21:58:17.798 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - [RunId:AutoML_52410cd2-9c6f-4f3b-b82b-d3e1ea42e0c0_5][End fit_pipeline]child cpu time 91.70625
2020-11-13 21:58:17.927 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - [RunId:AutoML_52410cd2-9c6f-4f3b-b82b-d3e1ea42e0c0_5][End fit_pipeline]memory usage 1425694720
2020-11-13 21:58:17.927 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - [RunId:AutoML_52410cd2-9c6f-4f3b-b82b-d3e1ea42e0c0_5][End fit_pipeline]child memory usage 1585311744
2020-11-13 21:58:17.927 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - [RunId:AutoML_52410cd2-9c6f-4f3b-b82b-d3e1ea42e0c0_5][End fit_pipeline]cpu time 55.145669
2020-11-13 21:58:17.928 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - [RunId:AutoML_52410cd2-9c6f-4f3b-b82b-d3e1ea42e0c0_5][End fit_pipeline]child cpu time 91.70625
2020-11-13 21:58:17.928 - INFO - 7999 - azureml.train.automl.runtime._automl_job_phases.training_iteration.run:61 - Child run completed with accuracy=0.9077389984825495 after 0.13835999999999998 seconds.
2020-11-13 21:58:17.929 - INFO - 7999 - azureml.automl.core._run.run_lifecycle_utilities.complete_run:72 - Marking run AutoML_52410cd2-9c6f-4f3b-b82b-d3e1ea42e0c0_5 as Completed.
2020-11-13 21:58:18.492 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - memory usage 1425707008
2020-11-13 21:58:18.492 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - child memory usage 1585324032
2020-11-13 21:58:18.492 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - cpu time 55.203023
2020-11-13 21:58:18.493 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - child cpu time 91.70625
2020-11-13 21:58:23.932 - INFO - 7999 - azureml.train.automl.runtime._runtime_client._log_activity:92 - ActivityCompleted: Activity=FitIteration, HowEnded=Success, Duration=26817.3[ms]
2020-11-13 21:58:23.932 - INFO - 7999 - azureml.train.automl.runtime._runtime_client._execute_all_iterations:441 - Start iteration: 6
2020-11-13 21:58:23.933 - INFO - 7999 - azureml.train.automl.runtime._runtime_client._log_activity:54 - ActivityStarted: FitIteration
2020-11-13 21:58:23.933 - INFO - 7999 - azureml.train.automl._azureautomlclient._log_activity:54 - ActivityStarted: GetPipeline
2020-11-13 21:58:23.933 - INFO - 7999 - azureml.train.automl._azureautomlclient._get_tasks:725 - Querying Jasmine for a max of next 1 tasks.
2020-11-13 21:58:25.340 - INFO - 7999 - azureml.train.automl._azureautomlclient._log_activity:92 - ActivityCompleted: Activity=GetPipeline, HowEnded=Success, Duration=1407.08[ms]
2020-11-13 21:58:25.340 - INFO - 7999 - azureml.train.automl.runtime._runtime_client._fit_iteration:648 - Received pipeline ID 8de8c085d2a4b23d3f4cc392a2f2660d23d38c14
2020-11-13 21:58:25.412 - INFO - 7999 - azureml.automl.core._run.run_lifecycle_utilities.start_run:54 - Marking run AutoML_52410cd2-9c6f-4f3b-b82b-d3e1ea42e0c0_6 as Started.
2020-11-13 21:58:25.587 - INFO - 7999 - azureml.train.automl.runtime._automl_job_phases.training_iteration.run:36 - Beginning the training iteration for run AutoML_52410cd2-9c6f-4f3b-b82b-d3e1ea42e0c0_6.
2020-11-13 21:58:25.589 - INFO - 7999 - azureml.automl.runtime.fit_pipeline.log_system_info:398 - [RunId:AutoML_52410cd2-9c6f-4f3b-b82b-d3e1ea42e0c0_6]CPU logical cores: 2, CPU cores: 2, virtual memory: 7308169216, swap memory: 0.
2020-11-13 21:58:25.589 - INFO - 7999 - azureml.automl.runtime.fit_pipeline.log_system_info:405 - [RunId:AutoML_52410cd2-9c6f-4f3b-b82b-d3e1ea42e0c0_6]Platform information: Linux.
2020-11-13 21:58:25.633 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - [RunId:AutoML_52410cd2-9c6f-4f3b-b82b-d3e1ea42e0c0_6][Starting fit_pipeline]memory usage 1428250624
2020-11-13 21:58:25.633 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - [RunId:AutoML_52410cd2-9c6f-4f3b-b82b-d3e1ea42e0c0_6][Starting fit_pipeline]child memory usage 1587879936
2020-11-13 21:58:25.633 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - [RunId:AutoML_52410cd2-9c6f-4f3b-b82b-d3e1ea42e0c0_6][Starting fit_pipeline]cpu time 55.542785
2020-11-13 21:58:25.634 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - [RunId:AutoML_52410cd2-9c6f-4f3b-b82b-d3e1ea42e0c0_6][Starting fit_pipeline]child cpu time 91.70625
2020-11-13 21:58:25.635 - INFO - 7999 - azureml.automl.runtime.fit_pipeline._check_iteration_time:778 - Component PrepareData finished after 0.0007587666666666667 minutes.
2020-11-13 21:58:25.693 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - [RunId:AutoML_52410cd2-9c6f-4f3b-b82b-d3e1ea42e0c0_6][Before executing pipeline]memory usage 1428250624
2020-11-13 21:58:25.693 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - [RunId:AutoML_52410cd2-9c6f-4f3b-b82b-d3e1ea42e0c0_6][Before executing pipeline]child memory usage 1587879936
2020-11-13 21:58:25.693 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - [RunId:AutoML_52410cd2-9c6f-4f3b-b82b-d3e1ea42e0c0_6][Before executing pipeline]cpu time 55.564628
2020-11-13 21:58:25.693 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - [RunId:AutoML_52410cd2-9c6f-4f3b-b82b-d3e1ea42e0c0_6][Before executing pipeline]child cpu time 91.70625
2020-11-13 21:58:25.694 - INFO - 7999 - azureml.automl.runtime.pipeline_run_helper._log_activity:54 - ActivityStarted: RunPipeline
2020-11-13 21:58:25.792 - INFO - 7999 - azureml.automl.runtime.shared.resource_limits.__init__:78 - Limits set to mem_in_mb=None, wall_time_in_s=1620, total_wall_time_in_s=31449600, cpu_time_in_s=None, num_processes=None, grace_period_in_s=None, 
2020-11-13 21:58:25.793 - INFO - 7999 - azureml.automl.runtime.shared.limit_function_call_spawn.execute:102 - Calling function <bound method ClientRunner._run of <azureml.automl.runtime.shared.runner.ClientRunner object at 0x7f5d88c7f550>> with argument types: [<class 'azureml.automl.runtime.shared.datasets.ClientDatasets'>, <class 'azureml.automl.runtime.shared.pipeline_spec.PipelineSpec'>, <class 'azureml.automl.runtime.shared.problem_info.ProblemInfo'>], {'sets_to_run': <class 'list'>, 'subsample_percent': <class 'float'>, 'random_state': <class 'NoneType'>, 'subsample_seed': <class 'NoneType'>, 'include_models': <class 'bool'>}
2020-11-13 21:58:28.554 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - memory usage 1428250624
2020-11-13 21:58:28.554 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_memory_usage:62 - child memory usage 1862492160
2020-11-13 21:58:28.555 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - cpu time 55.729807
2020-11-13 21:58:28.555 - INFO - 7999 - azureml.automl.core.systemusage_telemetry._log_cpu_usage:71 - child cpu time 91.70625
2020-11-13 21:58:31.286 - INFO - 11285 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Feature sweeping enabled: False
2020-11-13 21:58:31.286 - INFO - 11285 - azureml.automl.runtime.featurization.data_transformer._logger_wrapper:81 - Feature sweeping timeout: 86400
2020-11-13 21:58:31.291 - INFO - 11285 - azureml.automl.runtime.shared.runner._log_activity:54 - ActivityStarted: Run
2020-11-13 21:58:31.292 - INFO - 11285 - azureml.automl.runtime.shared.file_cache_store.load:229 - Loading from file cache
